Codigo,Estacion,Longitud,Latitud,Ciudad,Barrio,Comuna,Corregimiento,Vereda,Fecha_Instalacion,Estado
474,Q. La Iguana - El Uvito,-75.64878,6.29142,Medellin,,,60 San Cristobal,El Uvito,2020-12-09,Activa
475,Reserva El Centello - Pluviometro,-75.84992,5.50497,Jardin,,,,Macanas,2020-12-15,Activa
476,Reserva El Centello - Disdrometro,-75.84992,5.50497,Jardin,,,,Macanas,2020-12-16,Activa
477,Tanque EPM Girardota,-75.44822,6.37343,Girardota,La Ferreria,,,,2020-12-17,Activa
478,Fiscalia General de la Nacion - Thies,-75.57356,6.26880,Medellin,Caribe,05 Castilla,,,2020-12-17,Activa
479,Q. La Iguana - San Cristobal,-75.63830,6.27683,Medellin,,,60 San Cristobal,San Cristobal - Sector Central,2020-12-17,Activa
481,Hospital La Estrella - Pluviometro,-75.64398,6.15546,La Estrella,La Chinca,,,,2020-12-17,Activa
482,Pluviometro Caracoli,-74.75528,6.41242,Caracoli,Clavellina,,,,2020-12-29,Inactiva
483,Q. La Picacha - Conquistadores,-75.58326,6.24209,Medellin,Conquistadores,11 Laureles - Estadio,,,2021-01-14,Activa
484,San Andres de Cuerquia - Pie de Cuesta,-75.67210,6.90747,San Andres de Cuerquia,,,,Pie de Cuesta,2021-02-02,Inactiva
485,MODEM_3G,-75.58864,6.25922,Medellin,,,,,2021-02-02,Inactiva
486,Escuela Sabanalarga - Cisneros,-75.10329,6.55965,Cisneros,,,,Alto de la Quiebra,2021-02-04,Inactiva
487,Rio Nus - Puente Sapo - Cisneros ,-75.11026,6.53663,Cisneros,,,,El Limon,2021-02-09,Inactiva
488,San Antonio - Zaragoza ,-74.82388,7.44538,Zaragoza,,,,San Antonio,2021-03-12,Inactiva
489,Alcaldia - San Pedro de Uraba ,-76.38371,8.27989,San Pedro de Uraba,Central,,,,2021-02-08,Inactiva
490,I.E Santa Gertrudis - Santo Domingo ,-75.11328,6.49750,Santo Domingo,,,,Santa Gertrudis,2021-02-19,Inactiva
491,San Juancito - San Juan de Uraba,-76.49369,8.69398,San Juan de Uraba,,,San Juancito,,2021-02-08,Inactiva
492,Planta Potabilizacion - Betulia ,-75.99063,6.11279,Betulia,Barrio Nuevo,,,,2021-02-19,Inactiva
493,I.E El Carmelo - Arboletes ,-76.38178,8.61498,Arboletes,,,El Carmelo,,2021-02-10,Inactiva
494,Q. La Villa - San Carlos,-74.99019,6.18445,San Carlos,,,,Villa Esperanza,2021-02-10,Inactiva
495,Rio San Carlos - Puente Zulia,-74.99706,6.18535,San Carlos,Zulia,,,,2021-02-12,Inactiva
496,La Natalia - San Carlos,-74.99117,6.19492,San Carlos,,,,La Natalia,2021-02-12,Inactiva
497,I.E El Limon - Cisneros,-75.12101,6.53657,Cisneros,,,,El limon,2021-02-15,Inactiva
498,Rio Penderisco - Puente La Cartagena ,-76.11003,6.20325,Urrao,,,,La Cartagena,2021-02-16,Inactiva
499,El Pacifico - Pluviometro,-75.53578,6.24965,Medellin,,,90 Santa Elena,Piedras Blancas – Matasano,2021-02-16,Activa
501,Escuela San Jose - Urrao,-76.12823,6.25773,Urrao,,,,San Jose,2021-02-16,Inactiva
505,Q. San German - Cisneros ,-75.08406,6.53872,Cisneros,San German,,,,2021-02-18,Inactiva
506,La Villa - San Carlos - Pluviometro,-74.99000,6.17639,San Carlos,,,,La Villa,2021-02-23,Inactiva
507,Dos Quebradas - San Carlos,-75.03457,6.16528,San Carlos,,,,Dos Quebradas,2021-02-23,Inactiva
508,Rio San Juan - Puente Zoila Lopez - San Pedro de Uraba ,-76.38696,8.28693,San Pedro de Uraba,Zoila Lopez,,,,2021-02-23,Inactiva
509,I.E Currulao - Turbo,-76.63560,7.99553,Turbo,,,Currulao,,2021-02-26,Inactiva
511,I.E Gaspar de Rodas - Caceres,-75.25358,7.75210,Caceres,,,El Jardin,,2021-03-09,Inactiva
512,La Piedra - Andes ,-75.95149,5.64788,Andes,,,,La Piedra,2021-02-25,Activa
513,Q. La Chaparrala - Andes,-75.87831,5.65832,Andes,El Hoyo,,,,2021-02-25,Inactiva
515,La Valeria - Caldas,-75.64334,6.09161,Caldas,,,,La Valeria,2021-03-12,Activa
516,Q. El Hato - Porvenir - San Pedro,-75.55531,6.45946,San Pedro,El Porvenir,,,,2021-05-10,Inactiva
517,C.E.R Los Limones - Sonson,-74.81220,5.71655,Taraza,,,San Miguel,Limones,2021-03-04,Inactiva
518,Rio San Juan - El Carmelo - Arboletes ,-76.38267,8.60936,Arboletes,,,El Carmelo,,2021-02-25,Inactiva
519,Deslizamiento Tierra Amarilla - Pluviometro,-75.65850,6.15348,La Estrella,,,,Tierra Amarilla,2021-03-24,Activa
520,R. Medellin - Metro Acevedo,-75.55783,6.30070,Medellin,La Francia,02 Santa Cruz,,,2021-03-24,Activa
521,U.R. Atavanza Rodeo Alto - Extensometro,-75.60483,6.20365,Medellin,La Hondonada,16 Belen,,,2021-03-26,Inactiva
522,U.R. Atavanza Rodeo Alto - Acelerometro,-75.60483,6.20365,Medellin,La Hondonada,16 Belen,,,2021-03-26,Inactiva
523,Acelerometro 1 y 2 - Estacion Metro Acevedo ,-75.55788,6.30155,Medellin,La Francia,02 Santa Cruz,,,2021-03-24,Inactiva
524,Acelerometro 3 y 4 - Estacion Metro Acevedo ,-75.55772,6.30184,Medellin,La Francia,02 Santa Cruz,,,2021-03-24,Inactiva
525,Acelerometro Olaya 1,-75.61192,6.27428,Medellin,Olaya Herrera,07 Robledo,,,2021-03-27,Inactiva
526,Acelerometro Olaya 2,-75.61192,6.27468,Medellin,Olaya Herrera,07 Robledo,,,2021-03-27,Inactiva
527,Q. La Toscana - Zenu,-75.56389,6.30389,Medellin,Boyaca,05 Castilla,,,2021-04-29,Activa
528,Q. La Liboriana - Puente Gualanday,-76.03105,5.95725,Salgar,,,,Gualanday,2021-05-11,Inactiva
529,Acelerometro 5 y 6 - Estacion Metro Acevedo ,-75.55795,6.30177,Medellin,La Francia,02 Santa Cruz,,,2021-03-26,Inactiva
530,La Regada - Salgar,-76.04976,5.99233,Salgar,,,,La Regada,2021-03-11,Inactiva
531,Q. El Indio - Via Las Palmas,-75.56442,6.22572,Medellin,Asomadera No. 1,09 Buenos Aires,,,2021-04-14,Activa
532,Finca Altamira - Humedad,-75.62243,6.13846,Sabaneta,,,,Canaveralejo,2021-05-19,Activa
533,Rio Samana - Butantan - Sonson,-74.78399,5.69556,Sonson,,,San Miguel,Butantan,2021-05-25,Inactiva
534,Q. La Oca - Zaragoza,-74.86679,7.48318,Zaragoza,Villa Mena,,,,2021-05-25,Inactiva
535,Rio Cauca - Caceres,-75.34871,7.58421,Caceres,Sector Central,,,,2021-05-26,Inactiva
536,Rio Currulao - Boca Limon - Turbo,-76.54951,8.03943,Turbo,,,Nueva Antioquia,Boca Limon,2021-06-01,Inactiva
537,Q. Santa Elena - Plaza Minorista,-75.57279,6.25812,Medellin,San Benito,10 La Candelaria,,,2021-06-08,Activa
538,Restaurante San Ateo - Humedad,-75.59537,6.32317,Bello,,,San Felix,El Carmelo,2021-06-24,Activa
539,Restaurante San Ateo - Pluviometro,-75.59537,6.32317,Bello,,,San Felix,El Carmelo,2021-06-24,Activa
540,Finca Altamira - Pluviometro,-75.62236,6.13841,Sabaneta,,,,Canaveralejo,2021-06-11,Activa
541,Vereda Potrerito - Humedad,-75.32126,6.42562,Barbosa,,,,Potrerito,2021-06-23,Activa
542,Santa Elena - Radar - Thies,-75.52760,6.19350,Medellin,,,90 Santa Elena,El Plan,2021-06-24,Activa
543,Potrerito - Bello - Pluviometro,-75.58243,6.33025,Bello,,,,Potrerito,2021-06-29,Activa
544,Herrajes Gaher - Nivel freatico,-75.59230,6.19318,Medellin,Colinas del Sur,15 Guayabal,,,2021-07-07,Inactiva
545,Q. La Gomez - Facultad de Minas,-75.59312,6.27402,Medellin,Robledo,07 Robledo,,,2021-07-29,Activa
546,Q. Dona Maria - El Salado,-75.66832,6.20760,Medellin,,,80 San Antonio de Prado,El Salado,2021-07-15,Activa
548,El Plebiscito - Pluviometro,-75.62144,6.15227,Sabaneta,Calle Larga,,,,2021-07-16,Inactiva
549,Floresta - Alcantarillado Lidar,-75.59493,6.25838,Medellin,Estadio,11 Laureles - Estadio,,,2022-01-25,Activa
550,Q. La Magdalena - Naranjal,-75.58181,6.25250,Medellin,Naranjal,11 Laureles - Estadio,,,2021-07-19,Activa
551,Villatina - Pluviometro,-75.54019,6.23487,Medellin,Villatina,08 Villa Hermosa,,,2021-09-02,Activa
552,Q. La Ortega - Potrerito,-75.58257,6.33092,Bello,,,,Potrerito,2021-09-08,Activa
553,La Sanin - Humedad Stevens,-75.54610,6.20300,Medellin,,,90 Santa Elena,Las Palmas,2021-09-14,Activa
554,Q. Dona Ana - Nivel,-75.61044,6.13909,Sabaneta,,,,La Doctora,2021-09-17,Activa
555,Pueblo Viejo - Humedad Stevens,-75.63792,6.14023,Caldas,,,,Pueblo Viejo,2021-09-24,Inactiva
556,Pueblo Viejo - Extensometro,-75.63792,6.14023,La Estrella,,,,Pueblo Viejo,2021-09-24,Inactiva
557,Pueblo Viejo - Acelerometro,-75.63792,6.14023,Caldas,,,,Pueblo Viejo,2021-09-24,Inactiva
558,La Bermejala - Pluviometro,-75.55837,6.27769,Medellin,Brasilia,04 Aranjuez,,,2021-09-29,Activa
561,Q. El Sesteadero - El Ajizal,-75.60057,6.18960,Itagui,,,70 Altavista,El Ajizal,2022-01-12,Activa
562,Q. San Alejo - Ceramica,-75.62087,6.15150,Sabaneta,Ceramica,,,,2021-11-25,Activa
563,Olaya Herrera - Acelerometro 1-2,-75.61194,6.27383,Medellin,Olaya Herrera,07 Robledo,,,2021-11-25,Activa
564,Olaya Herrera - Acelerometro 3-4,-75.61222,6.27625,Medellin,Santa Margarita,07 Robledo,,,2021-11-26,Activa
565,San Jose - Pluviometro,-75.65045,6.17667,Medellin,,,80 San Antonio de Prado,San Jose,2021-12-01,Activa
566,San Jose - Acelerometro ,-75.65045,6.17667,Medellin,,,80 San Antonio de Prado,San Jose,2021-12-01,Activa
567,San Jose - Extensometro,-75.65045,6.17667,Medellin,,,80 San Antonio de Prado,San Jose,2021-12-01,Activa
568,San Jose - Humedad Stevens,-75.65045,6.17667,Medellin,,,80 San Antonio de Prado,San Jose,2021-12-01,Activa
570,U.R. Atavanza Rodeo Alto - Humedad,-75.60483,6.20365,Medellin,La Hondonada,16 Belen,,,2021-12-02,Inactiva
571,Q. La Molina - Calatrava,-75.61543,6.18857,Itagui,,,,Los Gomez,2022-02-11,Activa
572,Q. La Munoz - Ditaires,-75.62549,6.16682,Itagui,Ditaires,,,,2022-01-13,Activa
573,San Andres de Cuerquia - Nivel,-75.67591,6.90938,San Andrés de Cuerquía,,,,Pie de Cuesta,2021-05-28,Inactiva
575,Oasis Moravia - Pluviometro,-75.56722,6.28267,Medellin,Moravia,04 Aranjuez,,,2021-12-06,Activa
576,Oasis Moravia - Humedad,-75.56722,6.28267,Medellin,Moravia,04 Aranjuez,,,2021-12-03,Activa
577,Parque Santa Elena - Humedad,-75.49849,6.20994,Medellin,,,90 Santa Elena,Santa Elena - Sector Central,2022-01-26,Activa
578,Santa Elena Radar - Pluviometro,-75.52760,6.19350,Medellin,,,90 Santa Elena,El Plan,2021-12-14,Activa
584,R. Medellin - Estacion Metro Ayura,-75.58551,6.18695,Envigado,San Fernando,,,,2022-02-22,Activa
586,Q. La Chuscala - Mandalay,-75.63848,6.08009,Caldas,Mandalay,,,La Chuscala,2022-03-01,Activa
591,Q. El Hato - Potrerito,-75.57546,6.33251,Bello,,,,Potrerito,2022-03-28,Activa
592,Q El Hato - Potrerito,-75.57546,6.33251,Bello,,,,,2022-03-17,Inactiva
593,Q. La Madera - Jose Antonio Galan,-75.57521,6.31085,Bello,Santander,Bello Comuna 1,,,2022-04-26,Activa
594,San Jose Estructural - Acelerometro,-75.66131,6.16768,La Estrella,,,80 San Antonio de Prado,San Jose,2022-04-27,Activa
595,San Jose - GNSS,-75.66131,6.16768,La Estrella,,,80 San Antonio de Prado,San Jose,2022-04-27,Activa
596,Parque Santa Elena - Piezometro,-75.49856,6.21000,Medellin,,,90 Santa Elena,Santa Elena - Sector Central,2022-01-26,Inactiva
597,Herrajes Gaher - Piezometro,-75.59230,6.19318,Medellin,Colinas del Sur,15 Guayabal,,,2022-02-24,Inactiva
598,Jardin Botanico - Piezometro,-75.56306,6.26913,Medellin,,04 Aranjuez,,,2022-02-23,Inactiva
599,Montanita - GNSS,-75.66608,6.19210,Medellin,,,80 San Antonio de Prado,Montanita,2022-04-29,Activa
600,Parqueadero Caritrans - Piezometro,-75.52150,6.33966,Copacabana,Remanso,,,,2022-05-17,Inactiva
601,Acueducto Principal Altavista - Pluviometro,-75.64008,6.22059,Medellin,,,70 Altavista,Buga,2022-05-04,Activa
602,Q. El Salado - Parque Arvi,-75.49789,6.27015,Medellin,,,90 Santa Elena,Piedras Blancas - Matasano,2022-05-16,Activa
603,Villa Niza - Meteorologica Vaisala,-75.55635,6.29512,Medellin,Villa Niza,02 Santa Cruz,,,2022-05-23,Activa
604,Institucion Educativa La Candelaria - Meteorologica Vaisala,-75.54263,6.29368,Medellin,Santo Domingo Savio,01 Popular,,,2022-05-24,Activa
605,Villa Niza - Meteorológica Vaisala,-75.55635,6.29512,Medellin,,,,,2022-05-23,Inactiva
606,Q. La Presidenta - Exito Poblado Lidar,-75.57584,6.21095,Medellin,Astorga,14 El Poblado,,,2022-05-31,Activa
607,I. E. San Luis Gonzaga Sede Carlos Mesa - Pluviometro,-75.49446,6.31511,Copacabana,,,,Las Margaritas,2022-06-08,Activa
608,I. E. San Luis Gonzaga Sede Carlos Mesa - Humedad Stevens,-75.49446,6.31511,Copacabana,,,,Las Margaritas,2022-06-08,Activa
609,Inversiones Siderense - Piezometro,-75.64341,6.16050,La Estrella,Horizontes,,,,2022-06-09,Inactiva
610,La Clara - Humedad Stevens,-75.61882,6.04205,Caldas,,,,,2022-05-23,Activa
611,Laguna Quitasol - Humedad Stevens,-75.55572,6.35789,Bello,,,,Tierradentro,2022-06-14,Activa
612,Vereda Naranjal - Pluviometro,-75.65909,6.30212,Medellin,,,60 San Cristobal,Naranjal,2022-06-17,Activa
613,Vereda Naranjal - Humedad Stevens,-75.65909,6.30212,Medellin,,,60 San Cristobal,Naranjal,2022-06-17,Activa
614,Q. La Cantera - Metro Caribe,-75.56897,6.28219,Medellin,Moravia,04 Aranjuez,,,2022-06-17,Activa
1000,Thiess Movil 1,-75.57247,6.23980,Medellin,Calle Nueva,10 La Candelaria,,,2017-05-26,Inactiva
1004,La clara digital- Humedad,-75.61882,6.04205,Caldas,,,,La Clara,2017-03-23,Activa
1010,Vereda San Antonio - Pluvio,-76.67252,1.18357,Mocoa,,,,San Antonio,2017-04-12,Inactiva
1011,Policia,-76.64860,1.14705,Mocoa,,,,,2017-04-13,Inactiva
1012,Escuela el libano - Pluvio,-76.66859,1.14552,Mocoa,,,,,2017-04-12,Inactiva
1013,Rio Sangoyaco - Nivel,-76.64685,1.14853,Mocoa,,,,,2017-04-13,Inactiva
1014,Rio Mulato - Nivel,-76.64522,1.14378,Mocoa,,,,,2017-04-13,Inactiva
1018,Santa Elena-Radar - Thies,-75.52760,6.19350,Medellin,,,90 Santa Elena,El Plan,2017-06-15,Inactiva
1019,Torre SIATA - Thies,-75.58870,6.25920,Medellin,Estadio,11 Laureles - Estadio,,,2017-06-20,Activa
1020,Thiess Movil 2,-75.57750,6.25705,Medellin,Carlos E. Restrepo,11 Laureles - Estadio,,,2017-09-07,Inactiva
1021,San Luis de Chontayaco,-76.68571,1.14696,Mocoa,,,,San Luis de Chontayaco,2017-09-07,Inactiva
1051,Sistema Alarma Kilometro 6 - 1207,-75.34086,7.49944,Taraza,,,,,2019-08-24,Activa
1052,Sistema Alarma Piedras - 1209,-75.37817,7.54594,Taraza,,,,,2019-08-24,Activa
1054,Sistema Alarma Eduardo Correa - 1212,-75.40245,7.58946,Taraza,,,,,2019-08-24,Activa
1055,Sistema Alarma Puente Roto - 1213,-75.40179,7.58332,Taraza,,,,,2019-08-24,Activa
1056,Sistema Alarma El Reten - 11xx,-75.39054,7.29306,Valdivia,,,,,2019-08-24,Activa
1057,Sistema Alarma Paletero - 11xx,-75.37959,7.30398,Valdivia,,,,,2019-09-09,Activa
1058,Sistema Alarma El Silencio - 11xx,-75.36625,7.31879,Valdivia,,,,,2019-10-09,Activa
1059,Sistema Alarma Paulina Esc - 11xx,-75.34793,7.33851,Valdivia,,,,,2019-08-24,Activa
1060,Sistema Alarma Paulina Torre - 11xx,-75.34237,7.34379,Valdivia,,,,,2019-08-24,Activa
1069,Sistema Alarma El 14 - 1318,-75.30494,7.42375,Valdivia,,,,,2019-09-16,Activa
6001,Piranometro Torre SIATA,-75.58870,6.25920,Medellin,Estadio,11 Laureles - Estadio,,,2016-03-08,Activa
6002,Piranometro Concejo Itagui,-75.64380,6.16826,Itagui,Ditares,,,,2016-03-10,Activa
6003,Piranometro Joaquin Vallejo,-75.54248,6.25525,Medellin,La Ladera,08 Villa Hermosa,,,2016-04-13,Activa
6004,Piranometro Parque de las Aguas,-75.41934,6.40661,Barbosa,,,,,2017-04-21,Activa
6005,Piranometro AMVA,-75.57396,6.24219,Medellin,Calle Nueva,10 La Candelaria,,,2017-09-21,Activa
100014,Camaras Torre,-75.58864,6.25922,Medellin,Estadio,11 Laureles - Estadio,,,2019-07-01,Inactiva
100015,Camaras Radar,-75.52760,6.19350,Envigado,,,,El Plan,2012-11-01,Inactiva
100016,Drone  DJI Inspire One V2,-75.58870,6.25920,Medellin,,,,,2020-06-11,Activa
100018,Camara Medellin Oriente CCTV,-75.58864,6.25922,Medellin,Estadio,11 Laureles Estadio,,,2011-05-20,Activa
100019,Camara Medellin Suroriente CCTV,-75.58864,6.25922,Medellin,Estadio,11 Laureles Estadio,,,2011-05-20,Activa
100020,Camara Medellin noroccidente CCTV,-75.58864,6.25922,Medellin,Estadio,11 Laureles Estadio,,,2012-04-25,Activa
100021,Camara Medellin Nororiente CCTV,-75.58864,6.25922,Medellin,Estadio,11 Laureles Estadio,,,2012-04-25,Activa
100022,Camara Medellin Occidente CCTV,-75.58864,6.25922,Medellin,Estadio,11 Laureles Estadio,,,2012-04-25,Activa
100023,Camara Santa Elena - Suroccidente Medellin CCTV,-75.52895,6.19076,Medellin,,,90 Santa Elena,El Plan,2012-10-10,Activa
100024,Camara Santa Elena - Noroccidente Medellin CCTV,-75.52895,6.19076,Medellin,,,90 Santa Elena,El Plan,2012-10-10,Activa
100025,Camara Santa Elena Nororiente - San Nicolas CCTV,-75.52895,6.19076,Medellin,,,90 Santa Elena,El Plan,2014-07-30,Activa
100026,Camara Santa Elena Suroriente - San Nicolas CCTV,-75.52895,6.19076,Medellin,,,90 Santa Elena,El Plan,2014-07-30,Activa
100027,Camara Termica Itagui - Monitoreo Incendios - CCTV  ,-75.64410,6.16810,Itagui,Ditaires,,,,2016-09-08,Activa
100028,Camara Termica Bello - Monitoreo Incendios - CCTV,-75.55819,6.33717,Bello,Suarez,Comuna 04,,,2016-09-08,Activa
100029,Camara Termica Torre SIATA - Monitoreo Incendios - CCTV,-75.58864,6.25922,Medellin,Estadio,11 Laureles Estadio,,,2017-07-06,Activa
100030,Camara Termica Itagui - Monitoreo Incendios - IR ,-75.64410,6.16810,Itagui,Ditaires,,,,2016-09-08,Activa
100031,Camara Termica Bello - Monitoreo Incendios - IR,-75.55819,6.33717,Bello,Suarez,Comuna 04,,,2016-09-08,Activa
100032,Camara Termica Torre SIATA - Monitoreo Incendios - IR,-75.58864,6.25922,Medellin,Estadio,11 Laureles Estadio,,,2017-07-06,Activa
100033,Camara Termica Itagui - Monitoreo Incendios - Posicionador,-75.64410,6.16810,Itagui,Ditaires,,,,2017-07-06,Activa
100034,Camara Termica Bello - Monitoreo Incendios - Posicionador,-75.55819,6.33717,Bello,Suarez,Comuna 04,,,2016-09-08,Activa
100035,Camara Termica Torre SIATA - Monitoreo Incendios - Posicionador,-75.58864,6.25922,Medellin,Estadio,11 Laureles - Estadio,,,2018-07-13,Activa
100036,Camara Deprimido San Juan CCTV,-75.57549,6.24650,Medellin,La Alpujarra,10 La Candelaria,,,2016-07-02,Inactiva
100037,Camara Deprimido Los Musicos CCTV,-75.58143,6.24728,Medellin,San Joaquin,11 Laureles Estadio,,,2016-06-01,Activa
100038,Camara Deprimido Terminal de Transporte CCTV,-75.57255,6.27607,Medellin,Caribe,05 Castilla,,,2016-12-04,Activa
100039,Camara Deslizamiento Manzanillo CCTV,-75.60690,6.21070,Medellin,,,70 Altavista,San Jose del Manzanillo,2016-11-04,Inactiva
100040,Camara Deslizamiento Montanita - San Antonio Prado CCTV,-75.66434,6.18993,Medellin,San Antonio de Prado,,80 San Antonio de Prado,Montanita,2016-10-17,Activa
100041,Camara Deslizamiento Serranias - San Antonio de Prado CCTV,-75.65216,6.18814,Medellin,,Serranias,80 San Antonio de Prado,,2016-12-16,Inactiva
100042,Camara Deslizamiento El Salado - San Antonio de Prado CCTV,-75.66872,6.20969,Medellin,,,80 San Antonio de Prado,El Salado,2017-04-10,Activa
100043,Camara Deslizamiento La Raya,-75.64994,6.11115,La Estrella,,,,,2017-04-17,Activa
100044,Camara Deslizamiento La Raya 2,-75.64818,6.11386,La Estrella,,,,,,Activa
100045,Camara rio Medellin - Aula Ambiental CCTV,-75.57242,6.26418,Medellin,El Chagualo,10 La Candelaria,,,2016-12-01,Activa
100046,Camara rio Medellin - La Estrella -Monitoreo Color CCTV,-75.63229,6.11934,La Estrella,,,,,,Inactiva
100047,Camara rio Medellin - Ancon Sur CCTV,-75.62808,6.15278,La Estrella,zona industrial,,,,2016-12-01,Activa
100048,Camara - ARGOS Sabaneta - Marmolera CCTV,-75.63293,6.14104,La Estrella,Pueblo Viejo,,,,2016-12-05,Inactiva
100049,Camara - ARGOS Sabaneta - Aguas Abajo CCTV,-75.63319,6.14254,La Estrella,Pueblo Viejo,,,,2016-12-01,Inactiva
100050,Camara - ARGOS Sabaneta - Corona Deslizamiento CCTV,-75.63268,6.14147,Sabaneta,,,,,,Inactiva
100051,Camara color Puente de la 33,-75.57750,6.23960,Medellin,Perpetuo Socorro,10 La Candelaria,,,2017-09-01,Activa
100052,Camara Calidad del Aire Unal,-75.57700,6.26337,Medellin,La iguana,07 Robledo,,,2017-03-17,Inactiva
100053,Camara Torre SIATA - Fisheye Cielo,-75.58864,6.25922,Medellin,Estadio,11 Laureles - Estadio,,,,Activa
100054,Camara Concejo de Itagui - Fisheye Cielo,-75.64410,6.16810,Itagui,Ditaires,,,,,Activa
100055,Camara Aeroparque Juan Pablo Segundo - Fisheye Cielo,-75.58990,6.22930,Medellin,Belen Las Playas,16 Belen,,,,Activa
100056,Camara Incendios La Estrella,-75.64162,6.15814,La Estrella,,,,,2017-09-01,Activa
100057,Camara Rio EAFIT,-75.57954,6.19789,Medellin,Aguacatala,14 El Poblado,,,2017-09-21,Inactiva
100058,Camara Colegio Canadiense La Estrella - Fisheye Cielo,-75.63836,6.13166,La Estrella,Sector Sierra Morena,,,,,Activa
100059,Camara Bello - Fisheye Cielo,-75.55819,6.33717,Bello,Suarez,Comuna 04,,,,Activa
100060,Camara Deslizamiento Pan de Azucar,-75.63152,6.13869,Sabaneta,Ancon Sur,,,,,Activa
100062,Antena Sectorial Joaquin a la 33,-75.54261,6.25497,Medellin,Llanaditas,08 Villa Hermosa,,,2012-01-01,Activa
100066,Antena Sectorial Joaquin a Unal,-75.54257,6.25519,Medellin,Llanaditas,08 Villa Hermosa,,,2012-01-01,Activa
100068,Antena Km6 BelloTermica,-75.55841,6.33699,Bello,,,,,1999-01-01,Inactiva
100070,Antena La Vida Fundadores,-75.50472,6.34534,Copacabana,Miraflores,,,Cabuyal,2012-01-01,Activa
100071,Antena Fundadores La vida,-75.49902,6.35818,Copacabana,San Juan,,,El Noral,2012-01-01,Activa
100072,Antena la raya acelerografo,-75.64701,6.11149,La Estrella,,,,,2020-06-17,Activa
100073,Antena la raya acelerografo,-75.64784,6.11331,La Estrella,,,,,1999-01-01,Activa
100074,Antena poste la raya a tablaza,-75.63221,6.11931,La Estrella,,,,,1999-01-01,Activa
100075,Ant Puente Centro Empresarial Sur Dir. Poste La Raya 1,-75.63226,6.11933,La Estrella,,,,,1999-01-01,Inactiva
100079,Antena Directiva Aula Ambiental,-75.57243,6.26410,Medellin,El Chagualo,10 La Candelaria,,,2012-01-01,Activa
100080,Antena Sectorial Centro,-75.52877,6.19074,Medellin,,,90 Santa Elena,El Plan,2012-01-01,Activa
100083,Antena Sectorial Sur,-75.52877,6.19074,Medellin,,,90 Santa Elena,El Plan,2012-01-01,Activa
100084,Antena Deprimido Los Musicos,-75.58193,6.24749,Medellin,San Joaquin,11 Laureles - Estadio,,,2012-01-01,Activa
100085,Antena Deprimido San Juan,-75.57635,6.24647,Medellin,La Alpujarra,10 La Candelaria,,,2012-01-01,Activa
100095,Antena Argos a Marmol,-75.63267,6.14151,La Estrella,Pueblo Viejo,,,,1999-01-01,Inactiva
100098,Antena Ancon Sur a Radar,-75.62815,6.15267,Sabaneta,Zona industrial,,,,2012-01-01,Activa
100100,Antena centro empresarial sur a radar,-75.63648,6.11836,La Estrella,,,,,2010-05-09,Inactiva
100101,Antena CasaCultura a puente empresarial,-75.63648,6.11836,La Estrella,,,,,1999-01-01,Activa
100102,Antena Puente Empresarial - Casa Cultura,-75.63221,6.11931,La Estrella,,,,,2012-01-01,Activa
100103,Antena Directiva Terminal Norte - Radar,-75.57269,6.27605,Medellin,Caribe,05 Castilla,,,2012-01-01,Activa
100105,Antena Directiva Acel sabaneta,-75.61084,6.15753,Sabaneta,Zona industrial,,,,1999-01-01,Activa
100108,Antena Concejo Itagui Int AP Terraza,-75.64386,6.16840,Itagui,Ditaires,,,,2012-01-01,Activa
100109,Antena Concejo Itagui Int Aire,-75.64435,6.16845,Itagui,Ditaires,,,,2012-01-01,Activa
100110,Antena Carretera Radar,-75.66414,6.18999,Medellin,,,80 San Antonio de Prado,Montanita,2012-01-01,Activa
100112,Antena Aire Metro la estrella,-75.62751,6.15221,La Estrella,,,,,1999-01-01,Inactiva
100117,Antena Raspberry vaisala unal,0.00000,0.00000,Medellin,La iguana,07 Robledo,,,1999-01-01,Activa
100118,Antena SIATA AMAPOLITA,-75.58870,6.25920,Medellin,Estadio,11 Laureles - Estadio,,,1999-01-01,Activa
100120,Antena AMAPOLITA PARIS,-75.53810,6.28700,Medellin,Carpinelo,01 Popular,,,1999-01-01,Activa
100121,Antena PARIS AMAPOLITA,-75.58580,6.31042,Bello,Paris,,,,1999-01-01,Activa
100125,Antena AMVA nueva,-75.57403,6.24224,Medellin,La Alpujarra,10 La Candelaria,,,1999-01-01,Activa
100126,Antena SIATA a Acel Aures,-75.58870,6.25920,Medellin,Estadio,11 Laureles - Estadio,,,1999-01-01,Activa
100127,Antena Aures,0.00000,0.00000,Medellin,,,,,2012-01-01,Activa
100128,Camara Nivel Picacha Aguas Frias,-75.63952,6.23148,Medellin,,,70 Altavista,Aguas Frias,2020-06-08,Activa
100129,Antena Tasajera - Nivel Hatillo,-75.39381,6.41249,Barbosa,,,,Hatillo,2020-06-19,Activa
100130,Antena - Puente Hatillo - Poste Rio Medellin Hatillo,-75.39276,6.41212,Barbosa,,,,Hatillo,2021-02-08,Activa
100131,Antena Reino Belgica - La Candelaria,-75.54001,6.28466,Medellin,Maria Cano Carambolas,03 Manrique,,,2020-06-19,Activa
100132,Antena Acelero Solidaridad - None,-75.54600,6.23600,Medellin,Miraflores,09 Buenos Aires,,,2020-06-19,Activa
100137,Camara La Vida Copacabana - Fisheye Cielo,-75.50469,6.34542,Copacabana,Miraflores,,,,,Activa
